,NN_model_output.net.result,Round Value,validate_df...24.,Forecasting Result,,,,,
29264,0.284352603,0,0,1,,,,,
27966,0.283948887,0,0,1,,,,,
24488,0.283777759,0,1,0,,,,,
28600,0.283581862,0,0,1,,,,,
29612,0.283396304,0,1,0,,,,,
25946,0.283317259,0,0,1,,,,,
28078,0.282511126,0,0,1,,,,,
28248,0.282445648,0,0,1,,,,,
29759,0.281995893,0,0,1,,,,,
25874,0.281983127,0,1,0,,,,,
28589,0.281897614,0,0,1,,,,,
26931,0.281721159,0,1,0,,,,,
27910,0.281634206,0,1,0,,,,,
29266,0.281464023,0,0,1,,,,,
29091,0.281378415,0,0,1,,,,,
27588,0.281282498,0,1,0,,,,,
28797,0.280764573,0,1,0,,,,,
29499,0.280648691,0,0,1,,,,,
26585,0.280210882,0,1,0,,,,,
29511,0.280196298,0,0,1,,,,,
25124,0.280117349,0,0,1,,,,,
26479,0.280065819,0,0,1,,,,,
27683,0.279958326,0,0,1,,,,,
24251,0.279854723,0,0,1,,,,,
25060,0.27889678,0,1,0,,,,,
26448,0.278699582,0,0,1,,,,,
27587,0.278631989,0,0,1,,,,,
24710,0.27836886,0,0,1,,,,,
25257,0.278194528,0,0,1,,,,,
26763,0.278163302,0,0,1,,,,,
26511,0.278138859,0,0,1,,,,,
26050,0.278011103,0,0,1,,,,,
26947,0.277965815,0,0,1,,,,,
28624,0.277892584,0,0,1,,,,,
29732,0.277379567,0,1,0,,,,,
24941,0.27697801,0,0,1,,,,,
29382,0.276973533,0,0,1,,,,,
29036,0.276518774,0,1,0,,,,,
29799,0.276462155,0,0,1,,,,,
26758,0.276389268,0,0,1,,,,,
24268,0.276031586,0,1,0,,,,,
27524,0.275826418,0,1,0,,,,,
24246,0.275615598,0,0,1,,,,,
29693,0.275381357,0,0,1,,,,,
28613,0.275269865,0,0,1,,,,,
26806,0.274922178,0,0,1,,,,,
26289,0.274836079,0,1,0,,,,,
28477,0.274832446,0,1,0,,,,,
28573,0.274806449,0,0,1,,,,,
28193,0.274534798,0,0,1,,,,,
24578,0.274427586,0,0,1,,,,,
29356,0.274362899,0,1,0,,,,,
26855,0.274137802,0,0,1,,,,,
26656,0.27413722,0,0,1,,,,,
28497,0.274051091,0,0,1,,,,,
29622,0.27402708,0,0,1,,,,,
29645,0.273949865,0,0,1,,,,,
27009,0.273789621,0,0,1,,,,,
24742,0.273734389,0,0,1,,,,,
26576,0.273606722,0,0,1,,,,,
27165,0.272963574,0,0,1,,,,,
27421,0.272811633,0,0,1,,,,,
29891,0.272681927,0,0,1,,,,,
28502,0.272403524,0,0,1,,,,,
25724,0.272328037,0,0,1,,,,,
27437,0.272214187,0,0,1,,,,,
27933,0.272182223,0,1,0,,,,,
24344,0.271898969,0,0,1,,,,,
25840,0.271773754,0,1,0,,,,,
29854,0.271681315,0,1,0,,,,,
26189,0.271636737,0,1,0,,,,,
27672,0.271491438,0,0,1,,,,,
27065,0.271186497,0,0,1,,,,,
28124,0.271179757,0,1,0,,,,,
29696,0.271037498,0,0,1,,,,,
27586,0.270812707,0,1,0,,,,,
26368,0.270542556,0,1,0,,,,,
25262,0.27032488,0,1,0,,,,,
26727,0.270271503,0,0,1,,,,,
28494,0.270216621,0,0,1,,,,,
29242,0.270081047,0,0,1,,,,,
28638,0.270075433,0,1,0,,,,,
24372,0.270015703,0,0,1,,,,,
26273,0.269994177,0,0,1,,,,,
24194,0.269798064,0,1,0,,,,,
24824,0.269788066,0,0,1,,,,,
24036,0.269669191,0,0,1,,,,,
26520,0.269649383,0,0,1,,,,,
25759,0.269573994,0,0,1,,,,,
28081,0.269187687,0,0,1,,,,,
25539,0.269171667,0,0,1,,,,,
25678,0.268790719,0,0,1,,,,,
28119,0.268519864,0,1,0,,,,,
27558,0.268295312,0,0,1,,,,,
29417,0.268226415,0,0,1,,,,,
25100,0.268097013,0,0,1,,,,,
26729,0.268016933,0,1,0,,,,,
27967,0.267957469,0,0,1,,,,,
27869,0.267947984,0,1,0,,,,,
29555,0.267706777,0,1,0,,,,,
26457,0.267629588,0,1,0,,,,,
28064,0.267367474,0,0,1,,,,,
24552,0.26686998,0,1,0,,,,,
28000,0.266836423,0,0,1,,,,,
28719,0.266457357,0,0,1,,,,,
26991,0.266387769,0,0,1,,,,,
29203,0.266262816,0,1,0,,,,,
26793,0.266255814,0,0,1,,,,,
28727,0.265769664,0,1,0,,,,,
28979,0.265581327,0,1,0,,,,,
25825,0.2651926,0,0,1,,,,,
28143,0.265051471,0,0,1,,,,,
26366,0.264755923,0,0,1,,,,,
27514,0.264732446,0,0,1,,,,,
25441,0.264672768,0,0,1,,,,,
27994,0.26435368,0,0,1,,,,,
24797,0.264261569,0,0,1,,,,,
24369,0.264151314,0,0,1,,,,,
28700,0.264115227,0,0,1,,,,,
28773,0.26407603,0,0,1,,,,,
25097,0.264001796,0,1,0,,,,,
29440,0.263699351,0,0,1,,,,,
24620,0.2635132,0,0,1,,,,,
29729,0.263416773,0,1,0,,,,,
25139,0.263384942,0,0,1,,,,,
29768,0.263352226,0,0,1,,,,,
26144,0.263139268,0,0,1,,,,,
24033,0.262732566,0,1,0,,,,,
25721,0.262616732,0,1,0,,,,,
25199,0.262529332,0,0,1,,,,,
29042,0.261849087,0,1,0,,,,,
26260,0.261572157,0,0,1,,,,,
25069,0.261540616,0,0,1,,,,,
27366,0.261338734,0,0,1,,,,,
25024,0.261312269,0,0,1,,,,,
24233,0.260843745,0,1,0,,,,,
25143,0.260743599,0,0,1,,,,,
26347,0.26070782,0,1,0,,,,,
28072,0.260606604,0,0,1,,,,,
27132,0.260296145,0,1,0,,,,,
28747,0.260230972,0,0,1,,,,,
29761,0.259835248,0,1,0,,,,,
27450,0.259292867,0,0,1,,,,,
25788,0.258784157,0,0,1,,,,,
26582,0.258776263,0,0,1,,,,,
25975,0.258540721,0,0,1,,,,,
28831,0.258430803,0,0,1,,,,,
27538,0.258384999,0,0,1,,,,,
29077,0.258330253,0,0,1,,,,,
28886,0.257872329,0,0,1,,,,,
26128,0.25703666,0,1,0,,,,,
26039,0.256968054,0,0,1,,,,,
24269,0.256806089,0,0,1,,,,,
28120,0.256279911,0,0,1,,,,,
27838,0.256211314,0,1,0,,,,,
24467,0.255968718,0,1,0,,,,,
24425,0.255625166,0,0,1,,,,,
25453,0.255594192,0,0,1,,,,,
26782,0.255167713,0,1,0,,,,,
29819,0.255065666,0,0,1,,,,,
28942,0.255050806,0,0,1,,,,,
25590,0.254779221,0,0,1,,,,,
28792,0.254172273,0,0,1,,,,,
24775,0.254029744,0,1,0,,,,,
28188,0.253990571,0,1,0,,,,,
24311,0.253903489,0,1,0,,,,,
29513,0.253891473,0,1,0,,,,,
27037,0.253862616,0,0,1,,,,,
29520,0.253689414,0,0,1,,,,,
26199,0.253480256,0,0,1,,,,,
26421,0.253414004,0,1,0,,,,,
24741,0.253224397,0,1,0,,,,,
29699,0.253033353,0,0,1,,,,,
24809,0.252808395,0,0,1,,,,,
24811,0.252690042,0,1,0,,,,,
29081,0.252603567,0,1,0,,,,,
27091,0.252371029,0,0,1,,,,,
25711,0.252324579,0,0,1,,,,,
27467,0.252299828,0,0,1,,,,,
24292,0.252289003,0,0,1,,,,,
29986,0.251615026,0,0,1,,,,,
26245,0.251424495,0,0,1,,,,,
26609,0.251156548,0,0,1,,,,,
25200,0.251081649,0,0,1,,,,,
29538,0.250906012,0,1,0,,,,,
27274,0.250610739,0,1,0,,,,,
25398,0.250578174,0,0,1,,,,,
26185,0.250430528,0,1,0,,,,,
29031,0.250326988,0,0,1,,,,,
24822,0.250108313,0,0,1,,,,,
27618,0.250085082,0,0,1,,,,,
25118,0.249980623,0,0,1,,,,,
26061,0.24994903,0,0,1,,,,,
27834,0.249811305,0,1,0,,,,,
24890,0.249627458,0,0,1,,,,,
26568,0.249232164,0,0,1,,,,,
27295,0.249171966,0,0,1,,,,,
25600,0.249126908,0,0,1,,,,,
27089,0.249081804,0,1,0,,,,,
25204,0.248995395,0,0,1,,,,,
24864,0.248786124,0,1,0,,,,,
28053,0.248697888,0,1,0,,,,,
28137,0.248550683,0,0,1,,,,,
24800,0.248518234,0,0,1,,,,,
24295,0.248416821,0,0,1,,,,,
28763,0.248321504,0,0,1,,,,,
29381,0.248139011,0,0,1,,,,,
27298,0.248078366,0,1,0,,,,,
25712,0.247836651,0,0,1,,,,,
28133,0.247744222,0,0,1,,,,,
27716,0.247736975,0,0,1,,,,,
28750,0.247721957,0,0,1,,,,,
24107,0.247341848,0,0,1,,,,,
26985,0.246974887,0,0,1,,,,,
29256,0.246749127,0,1,0,,,,,
28673,0.246663349,0,0,1,,,,,
27060,0.246576755,0,1,0,,,,,
24117,0.245844458,0,0,1,,,,,
26221,0.24551956,0,0,1,,,,,
28849,0.245334617,0,0,1,,,,,
27776,0.245291591,0,0,1,,,,,
25015,0.244894991,0,1,0,,,,,
27311,0.24473801,0,0,1,,,,,
25666,0.244714658,0,0,1,,,,,
25233,0.244564957,0,0,1,,,,,
26446,0.244184406,0,1,0,,,,,
28488,0.244138636,0,0,1,,,,,
24063,0.24409446,0,0,1,,,,,
26841,0.243905928,0,0,1,,,,,
25904,0.243840991,0,0,1,,,,,
25134,0.243804375,0,0,1,,,,,
25509,0.243775861,0,0,1,,,,,
29201,0.243721847,0,0,1,,,,,
26405,0.24363719,0,1,0,,,,,
28483,0.24343855,0,0,1,,,,,
29961,0.243009923,0,0,1,,,,,
27324,0.242969227,0,0,1,,,,,
27844,0.24291081,0,0,1,,,,,
29638,0.242859588,0,0,1,,,,,
24831,0.24261194,0,0,1,,,,,
29228,0.242425577,0,0,1,,,,,
26603,0.242362863,0,0,1,,,,,
29633,0.242212422,0,0,1,,,,,
26231,0.242055377,0,1,0,,,,,
27058,0.241939185,0,1,0,,,,,
26350,0.241905152,0,0,1,,,,,
29595,0.24175787,0,1,0,,,,,
27237,0.241652409,0,1,0,,,,,
25930,0.241481145,0,0,1,,,,,
27946,0.241345989,0,0,1,,,,,
27099,0.241329062,0,0,1,,,,,
25429,0.241268344,0,0,1,,,,,
27166,0.241266233,0,0,1,,,,,
26333,0.241177818,0,0,1,,,,,
24604,0.240976001,0,1,0,,,,,
24814,0.240876943,0,0,1,,,,,
29790,0.240605229,0,0,1,,,,,
29902,0.24016872,0,0,1,,,,,
27266,0.240009653,0,0,1,,,,,
25537,0.239483326,0,0,1,,,,,
28437,0.239243532,0,0,1,,,,,
26936,0.239135745,0,0,1,,,,,
29302,0.238905652,0,0,1,,,,,
29743,0.238778233,0,0,1,,,,,
28635,0.238747288,0,0,1,,,,,
28581,0.238661578,0,0,1,,,,,
24053,0.238404797,0,0,1,,,,,
27442,0.238350757,0,1,0,,,,,
24613,0.238331249,0,0,1,,,,,
29769,0.238288302,0,0,1,,,,,
28929,0.238277079,0,0,1,,,,,
29636,0.238258305,0,0,1,,,,,
28461,0.238152713,0,1,0,,,,,
24179,0.237692558,0,0,1,,,,,
28250,0.237689638,0,0,1,,,,,
24451,0.237677808,0,1,0,,,,,
29820,0.237582648,0,1,0,,,,,
25781,0.237513043,0,0,1,,,,,
26645,0.237439392,0,1,0,,,,,
27064,0.237233408,0,0,1,,,,,
27681,0.237160729,0,0,1,,,,,
24728,0.237038472,0,0,1,,,,,
25924,0.236808508,0,1,0,,,,,
25074,0.236587271,0,0,1,,,,,
29244,0.236293966,0,0,1,,,,,
24891,0.236292263,0,0,1,,,,,
29808,0.236289021,0,0,1,,,,,
28459,0.236278705,0,0,1,,,,,
24755,0.236157085,0,1,0,,,,,
25170,0.235752771,0,0,1,,,,,
25140,0.235664351,0,0,1,,,,,
29954,0.235642425,0,0,1,,,,,
27682,0.235473503,0,0,1,,,,,
24259,0.235448122,0,0,1,,,,,
29534,0.235317948,0,0,1,,,,,
28401,0.235292554,0,0,1,,,,,
29705,0.235275674,0,0,1,,,,,
24188,0.235180081,0,0,1,,,,,
28958,0.235151271,0,0,1,,,,,
26376,0.235110905,0,0,1,,,,,
28266,0.235051988,0,1,0,,,,,
27952,0.234877553,0,0,1,,,,,
28420,0.23447502,0,1,0,,,,,
27168,0.234163886,0,1,0,,,,,
26598,0.233971045,0,0,1,,,,,
29239,0.233958201,0,0,1,,,,,
27594,0.233683064,0,0,1,,,,,
29448,0.233662663,0,1,0,,,,,
29592,0.233555805,0,0,1,,,,,
27535,0.233495625,0,0,1,,,,,
26222,0.233437659,0,0,1,,,,,
29766,0.232972088,0,0,1,,,,,
25917,0.232677752,0,0,1,,,,,
27751,0.232461381,0,0,1,,,,,
27496,0.232299685,0,1,0,,,,,
28969,0.23220951,0,0,1,,,,,
28466,0.231911852,0,1,0,,,,,
26874,0.231667751,0,0,1,,,,,
26831,0.23153283,0,1,0,,,,,
28670,0.231303597,0,0,1,,,,,
27160,0.2312506,0,1,0,,,,,
25623,0.231225823,0,0,1,,,,,
24730,0.231096165,0,0,1,,,,,
28467,0.23105195,0,0,1,,,,,
29987,0.230779761,0,0,1,,,,,
26276,0.230684513,0,0,1,,,,,
25321,0.230648475,0,0,1,,,,,
25400,0.230534292,0,0,1,,,,,
24582,0.230435233,0,0,1,,,,,
27226,0.230105337,0,0,1,,,,,
27085,0.230066455,0,1,0,,,,,
26669,0.229742282,0,0,1,,,,,
24444,0.229551224,0,0,1,,,,,
27432,0.229204475,0,1,0,,,,,
25558,0.22912858,0,0,1,,,,,
28366,0.229103946,0,0,1,,,,,
25319,0.229098681,0,1,0,,,,,
24419,0.228953952,0,0,1,,,,,
25929,0.22866862,0,1,0,,,,,
29493,0.228642148,0,0,1,,,,,
26456,0.228622154,0,0,1,,,,,
29438,0.228229073,0,0,1,,,,,
24392,0.228119427,0,0,1,,,,,
29423,0.228069716,0,0,1,,,,,
29670,0.228064028,0,0,1,,,,,
29059,0.227814035,0,1,0,,,,,
24589,0.227600484,0,0,1,,,,,
27902,0.227488096,0,0,1,,,,,
25206,0.227454735,0,0,1,,,,,
24804,0.227380247,0,0,1,,,,,
24278,0.227286017,0,0,1,,,,,
27678,0.227143952,0,0,1,,,,,
25769,0.227136917,0,0,1,,,,,
24827,0.226969375,0,0,1,,,,,
29998,0.226750112,0,1,0,,,,,
27024,0.226454391,0,0,1,,,,,
29909,0.226420273,0,1,0,,,,,
26755,0.226352603,0,0,1,,,,,
29892,0.226165941,0,0,1,,,,,
25098,0.226143653,0,1,0,,,,,
27308,0.226043418,0,0,1,,,,,
26865,0.225824541,0,0,1,,,,,
28945,0.225815717,0,0,1,,,,,
27480,0.225795528,0,0,1,,,,,
26586,0.225756093,0,1,0,,,,,
28450,0.225463566,0,0,1,,,,,
28088,0.225337914,0,0,1,,,,,
28962,0.225146269,0,0,1,,,,,
28679,0.224789742,0,0,1,,,,,
24922,0.224523796,0,0,1,,,,,
25420,0.224283682,0,0,1,,,,,
26596,0.224257472,0,0,1,,,,,
26635,0.224231994,0,0,1,,,,,
24748,0.224008469,0,1,0,,,,,
28893,0.223981968,0,1,0,,,,,
24815,0.223866853,0,0,1,,,,,
28096,0.223302444,0,0,1,,,,,
28771,0.2232362,0,1,0,,,,,
27419,0.223179733,0,0,1,,,,,
24723,0.222808064,0,0,1,,,,,
28260,0.222792803,0,0,1,,,,,
29216,0.22255791,0,0,1,,,,,
25361,0.222551605,0,0,1,,,,,
25951,0.222501755,0,0,1,,,,,
24778,0.222335825,0,0,1,,,,,
27297,0.222308637,0,0,1,,,,,
29980,0.221900271,0,0,1,,,,,
29353,0.221803778,0,1,0,,,,,
26313,0.221327317,0,1,0,,,,,
24945,0.221221101,0,0,1,,,,,
27733,0.221128592,0,0,1,,,,,
26146,0.220908084,0,0,1,,,,,
24765,0.220872867,0,0,1,,,,,
24029,0.220872714,0,0,1,,,,,
27521,0.220219049,0,1,0,,,,,
26180,0.220055247,0,0,1,,,,,
28325,0.219938125,0,0,1,,,,,
25661,0.219921115,0,0,1,,,,,
25877,0.219741254,0,1,0,,,,,
26108,0.219703872,0,0,1,,,,,
26427,0.219614666,0,1,0,,,,,
27294,0.219608535,0,0,1,,,,,
24801,0.219084511,0,0,1,,,,,
27757,0.219066752,0,0,1,,,,,
29510,0.219053938,0,0,1,,,,,
25349,0.218910775,0,1,0,,,,,
27019,0.21889485,0,0,1,,,,,
26894,0.21881164,0,0,1,,,,,
28997,0.218666952,0,0,1,,,,,
27913,0.21852328,0,1,0,,,,,
29233,0.218498777,0,0,1,,,,,
29461,0.218468141,0,0,1,,,,,
26352,0.218447706,0,0,1,,,,,
27738,0.218220991,0,0,1,,,,,
26022,0.217829133,0,0,1,,,,,
29133,0.217797582,0,1,0,,,,,
26756,0.217742674,0,0,1,,,,,
28917,0.217666967,0,0,1,,,,,
26238,0.217538863,0,0,1,,,,,
29306,0.217491302,0,0,1,,,,,
25478,0.217460268,0,0,1,,,,,
27561,0.217290384,0,0,1,,,,,
27403,0.21718155,0,0,1,,,,,
24065,0.217161099,0,0,1,,,,,
29277,0.217109848,0,0,1,,,,,
25173,0.217078044,0,0,1,,,,,
29312,0.21704606,0,1,0,,,,,
29421,0.216915984,0,0,1,,,,,
24772,0.21689019,0,0,1,,,,,
29767,0.216890104,0,0,1,,,,,
29451,0.216805833,0,0,1,,,,,
28222,0.216701398,0,0,1,,,,,
25237,0.216644599,0,0,1,,,,,
28607,0.216550047,0,0,1,,,,,
25230,0.216447104,0,0,1,,,,,
25651,0.21644333,0,0,1,,,,,
29103,0.216443026,0,0,1,,,,,
29038,0.216351673,0,0,1,,,,,
25732,0.216158291,0,0,1,,,,,
24452,0.216007043,0,1,0,,,,,
27596,0.215994248,0,1,0,,,,,
25830,0.215869575,0,0,1,,,,,
24621,0.215589692,0,0,1,,,,,
26777,0.215357328,0,0,1,,,,,
25329,0.215328598,0,0,1,,,,,
24807,0.215242421,0,0,1,,,,,
27826,0.214901804,0,0,1,,,,,
24082,0.214745512,0,0,1,,,,,
25362,0.214709611,0,0,1,,,,,
27489,0.214620373,0,0,1,,,,,
26889,0.214434984,0,0,1,,,,,
29560,0.214233662,0,0,1,,,,,
26873,0.21400822,0,0,1,,,,,
26657,0.213733751,0,1,0,,,,,
25174,0.213655633,0,0,1,,,,,
28506,0.21364831,0,0,1,,,,,
27285,0.21362249,0,1,0,,,,,
29023,0.213544787,0,0,1,,,,,
26374,0.213382731,0,0,1,,,,,
25055,0.21327823,0,1,0,,,,,
24647,0.213263256,0,1,0,,,,,
24185,0.213192461,0,0,1,,,,,
25582,0.213166516,0,0,1,,,,,
24327,0.213037447,0,0,1,,,,,
27765,0.212863001,0,0,1,,,,,
25363,0.212563446,0,0,1,,,,,
24124,0.212506156,0,0,1,,,,,
29889,0.212231416,0,0,1,,,,,
25414,0.212160105,0,1,0,,,,,
27270,0.212063822,0,0,1,,,,,
28484,0.212052625,0,0,1,,,,,
25643,0.212034247,0,0,1,,,,,
28271,0.212007875,0,1,0,,,,,
27911,0.211870856,0,0,1,,,,,
25897,0.211743097,0,0,1,,,,,
26155,0.211680322,0,0,1,,,,,
28265,0.211653235,0,0,1,,,,,
29088,0.211422725,0,0,1,,,,,
26337,0.211403152,0,0,1,,,,,
24560,0.211260426,0,0,1,,,,,
25970,0.211128556,0,0,1,,,,,
29593,0.210986442,0,0,1,,,,,
25535,0.210940441,0,1,0,,,,,
27292,0.21088536,0,0,1,,,,,
27585,0.210866114,0,1,0,,,,,
29022,0.210599229,0,1,0,,,,,
27302,0.210562825,0,0,1,,,,,
27523,0.210252013,0,1,0,,,,,
24069,0.210093639,0,0,1,,,,,
28576,0.210054425,0,1,0,,,,,
27029,0.209955475,0,1,0,,,,,
25665,0.209890119,0,0,1,,,,,
24956,0.209764586,0,0,1,,,,,
25447,0.209750719,0,0,1,,,,,
27239,0.209639137,0,0,1,,,,,
24465,0.209503623,0,0,1,,,,,
26914,0.209436608,0,1,0,,,,,
28842,0.209433206,0,0,1,,,,,
26377,0.209426133,0,1,0,,,,,
29603,0.209144189,0,0,1,,,,,
29575,0.209055679,0,0,1,,,,,
24294,0.209003154,0,0,1,,,,,
29936,0.208976098,0,1,0,,,,,
24354,0.208745088,0,0,1,,,,,
29288,0.208653469,0,0,1,,,,,
24855,0.208617676,0,0,1,,,,,
26698,0.208608424,0,0,1,,,,,
25081,0.208590789,0,1,0,,,,,
24532,0.207967272,0,1,0,,,,,
24867,0.207955154,0,0,1,,,,,
25185,0.207918716,0,0,1,,,,,
27664,0.20784506,0,1,0,,,,,
24774,0.207840146,0,0,1,,,,,
27974,0.20781096,0,0,1,,,,,
26975,0.207541469,0,1,0,,,,,
27327,0.207535475,0,0,1,,,,,
25587,0.207442926,0,1,0,,,,,
24485,0.207301046,0,0,1,,,,,
29255,0.207272015,0,1,0,,,,,
28667,0.207241521,0,1,0,,,,,
24810,0.207224417,0,1,0,,,,,
26902,0.20691716,0,0,1,,,,,
29641,0.20689277,0,1,0,,,,,
26322,0.206825109,0,1,0,,,,,
29064,0.206796543,0,0,1,,,,,
28701,0.206791381,0,1,0,,,,,
28341,0.206776441,0,1,0,,,,,
25563,0.206742709,0,0,1,,,,,
26330,0.206729833,0,0,1,,,,,
28306,0.206611573,0,0,1,,,,,
27059,0.206554953,0,0,1,,,,,
24776,0.20648001,0,0,1,,,,,
27571,0.206386459,0,0,1,,,,,
29205,0.206231996,0,0,1,,,,,
29315,0.20610482,0,0,1,,,,,
24450,0.205988408,0,0,1,,,,,
24966,0.205947969,0,0,1,,,,,
28179,0.205933756,0,0,1,,,,,
24993,0.205515669,0,1,0,,,,,
24363,0.205366998,0,0,1,,,,,
24323,0.205113122,0,0,1,,,,,
29327,0.204885663,0,0,1,,,,,
26623,0.20479436,0,0,1,,,,,
28518,0.204494974,0,0,1,,,,,
25464,0.204419407,0,0,1,,,,,
24106,0.20430957,0,0,1,,,,,
29185,0.204308083,0,1,0,,,,,
28086,0.204139655,0,0,1,,,,,
29852,0.204090584,0,0,1,,,,,
24952,0.204053799,0,0,1,,,,,
27209,0.203942856,0,0,1,,,,,
26319,0.203910958,0,1,0,,,,,
28470,0.203708182,0,0,1,,,,,
29871,0.203689212,0,1,0,,,,,
27431,0.203624022,0,1,0,,,,,
26733,0.203388366,0,0,1,,,,,
29401,0.203311236,0,0,1,,,,,
24055,0.203060483,0,0,1,,,,,
27732,0.203033294,0,0,1,,,,,
26815,0.202724941,0,0,1,,,,,
24692,0.202612398,0,0,1,,,,,
25404,0.202533301,0,0,1,,,,,
29683,0.20253194,0,0,1,,,,,
29334,0.201923854,0,0,1,,,,,
29307,0.201651854,0,0,1,,,,,
26066,0.201561684,0,0,1,,,,,
28374,0.201429841,0,0,1,,,,,
27315,0.20139247,0,1,0,,,,,
24274,0.201339502,0,0,1,,,,,
24111,0.201320321,0,0,1,,,,,
29934,0.201218753,0,0,1,,,,,
24016,0.201209391,0,0,1,,,,,
26618,0.201190635,0,0,1,,,,,
25021,0.201087154,0,0,1,,,,,
26812,0.201045022,0,0,1,,,,,
27823,0.201019911,0,0,1,,,,,
24504,0.200949561,0,0,1,,,,,
29516,0.200913476,0,1,0,,,,,
27907,0.200803976,0,0,1,,,,,
27127,0.200772019,0,0,1,,,,,
24002,0.200760009,0,1,0,,,,,
25846,0.200554339,0,1,0,,,,,
24391,0.200532749,0,1,0,,,,,
28651,0.20053074,0,0,1,,,,,
26646,0.200490902,0,1,0,,,,,
28318,0.200463632,0,0,1,,,,,
24245,0.200460625,0,0,1,,,,,
27544,0.200389184,0,1,0,,,,,
25628,0.200374488,0,1,0,,,,,
29270,0.200168563,0,0,1,,,,,
28884,0.200025499,0,0,1,,,,,
27937,0.199996139,0,0,1,,,,,
27056,0.199858592,0,0,1,,,,,
26615,0.199854887,0,0,1,,,,,
26067,0.199825304,0,0,1,,,,,
26619,0.199824758,0,1,0,,,,,
26896,0.199771054,0,0,1,,,,,
26655,0.199700069,0,0,1,,,,,
28877,0.199671043,0,0,1,,,,,
28043,0.199667623,0,0,1,,,,,
24231,0.199486189,0,0,1,,,,,
27677,0.199469287,0,0,1,,,,,
24071,0.199468643,0,0,1,,,,,
27644,0.199458594,0,1,0,,,,,
25520,0.199370991,0,0,1,,,,,
28380,0.199340323,0,0,1,,,,,
27960,0.199231213,0,0,1,,,,,
29243,0.199135733,0,1,0,,,,,
27002,0.199028776,0,0,1,,,,,
25223,0.199023473,0,0,1,,,,,
29665,0.198920358,0,0,1,,,,,
26196,0.198865254,0,0,1,,,,,
29554,0.198838588,0,0,1,,,,,
26033,0.19870301,0,0,1,,,,,
27398,0.198695503,0,0,1,,,,,
28355,0.198675814,0,0,1,,,,,
26811,0.1986446,0,0,1,,,,,
29572,0.198603725,0,0,1,,,,,
28745,0.198424034,0,0,1,,,,,
29863,0.198405765,0,1,0,,,,,
26178,0.198288158,0,0,1,,,,,
26918,0.198248168,0,0,1,,,,,
28223,0.198174853,0,0,1,,,,,
26271,0.198154584,0,1,0,,,,,
25332,0.19815021,0,0,1,,,,,
29112,0.198132191,0,0,1,,,,,
24442,0.198024039,0,0,1,,,,,
26689,0.19779282,0,1,0,,,,,
27988,0.197761957,0,1,0,,,,,
27944,0.197643742,0,0,1,,,,,
27638,0.197613143,0,0,1,,,,,
26227,0.197543379,0,0,1,,,,,
27141,0.197435097,0,0,1,,,,,
25226,0.197434171,0,0,1,,,,,
29365,0.197394852,0,0,1,,,,,
27052,0.197254145,0,0,1,,,,,
25282,0.197247323,0,0,1,,,,,
25105,0.197216892,0,0,1,,,,,
27116,0.197187196,0,0,1,,,,,
29144,0.197181154,0,0,1,,,,,
28777,0.197145204,0,0,1,,,,,
29011,0.197118924,0,0,1,,,,,
24995,0.197056574,0,1,0,,,,,
24573,0.197042775,0,0,1,,,,,
26285,0.197005222,0,1,0,,,,,
28392,0.196933857,0,0,1,,,,,
24110,0.196886663,0,1,0,,,,,
28891,0.19686873,0,0,1,,,,,
24661,0.196790195,0,0,1,,,,,
28315,0.196781194,0,1,0,,,,,
29220,0.196773874,0,0,1,,,,,
25529,0.196650354,0,0,1,,,,,
28896,0.196642951,0,0,1,,,,,
26006,0.196622254,0,1,0,,,,,
24619,0.196618071,0,0,1,,,,,
29686,0.196597038,0,1,0,,,,,
27250,0.196553212,0,0,1,,,,,
28737,0.196379124,0,1,0,,,,,
24627,0.196353821,0,1,0,,,,,
27283,0.19634771,0,0,1,,,,,
25091,0.196300904,0,0,1,,,,,
26466,0.196280445,0,1,0,,,,,
28496,0.196245524,0,0,1,,,,,
24192,0.196111074,0,1,0,,,,,
27376,0.196109642,0,1,0,,,,,
25761,0.195977087,0,1,0,,,,,
29750,0.195974602,0,0,1,,,,,
26752,0.1958429,0,0,1,,,,,
29200,0.195776876,0,0,1,,,,,
29318,0.195731805,0,0,1,,,,,
27365,0.195582264,0,0,1,,,,,
26986,0.195540925,0,0,1,,,,,
29940,0.19547773,0,0,1,,,,,
26790,0.195385629,0,0,1,,,,,
26275,0.195382296,0,0,1,,,,,
29925,0.195249276,0,0,1,,,,,
24949,0.195243096,0,0,1,,,,,
28464,0.195208785,0,0,1,,,,,
24393,0.195207426,0,1,0,,,,,
25851,0.195053503,0,1,0,,,,,
24725,0.194901784,0,0,1,,,,,
24836,0.194855948,0,0,1,,,,,
29911,0.19482861,0,0,1,,,,,
26009,0.194778274,0,0,1,,,,,
27526,0.194733502,0,0,1,,,,,
26939,0.194727978,0,1,0,,,,,
28965,0.194648959,0,0,1,,,,,
29314,0.194588781,0,0,1,,,,,
25175,0.194567102,0,1,0,,,,,
25365,0.194561299,0,0,1,,,,,
26107,0.194510334,0,0,1,,,,,
25168,0.19448483,0,0,1,,,,,
24565,0.194422639,0,0,1,,,,,
29797,0.194419198,0,0,1,,,,,
24236,0.194412727,0,0,1,,,,,
24773,0.194358008,0,0,1,,,,,
29206,0.193977817,0,0,1,,,,,
24590,0.193975949,0,0,1,,,,,
